RegistrationNumber,binomial,Percent_overlap,binomial_overlap,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km
NHMUK_51.11.6.2,Phataginus tricuspis,11.0239852726187,1,NA,Africa,Gabon,100,EN,Arboreal,0,0,NA,381.24
NHMUK_6.3.8.52,Phataginus tricuspis,35.4943091031811,1,NA,Africa,Uganda,50,EN,Arboreal,0,0,NA,5.65
NHMUK_65.3.30.9,Phataginus tricuspis,6.35562357283305,1,NA,Africa,Equatorial Guinea,100,EN,Arboreal,0,0,NA,50.4
NHMUK_7.1.2.5,Phataginus tricuspis,99.9822885964416,1,NA,Africa,Congo,25,EN,Arboreal,0,0,NA,2.12
NHMUK_7.11.19.5,Phataginus tricuspis,4.17260978308824,1,NA,Africa,Nigeria,75,EN,Arboreal,1,0,NA,64.35
NHMUK_8.10.27.5,Phataginus tricuspis,32.914924837587,1,NA,Africa,Uganda,25,EN,Arboreal,1,1,NA,3.82
NHMUK_9.8.18.2,Phataginus tricuspis,0,0,NA,Africa,Sierra Leone,100,EN,Arboreal,1,0,NA,188.72
NHMUK_95.7.17.1,Phataginus tricuspis,53.0811503642646,1,NA,Africa,Nigeria,25,EN,Arboreal,0,0,NA,7.45
UMMZ_38382,Phataginus tricuspis,100,1,NA,Africa,Cameroon,75,EN,Arboreal,0,0,NA,0.0025
UMMZ_62835,Phataginus tricuspis,100,1,NA,Africa,Cameroon,75,EN,Arboreal,0,0,NA,0.00705
USNM_465927,Phataginus tricuspis,100,1,1969,Africa,Ghana,75,EN,Arboreal,0,0,1960,0.109
USNM_465928,Phataginus tricuspis,100,1,1969,Africa,Ghana,75,EN,Arboreal,1,1,1960,0.109
USNM_435022,Phataginus tricuspis,99.9768354693576,1,1968,Africa,Ghana,75,EN,Arboreal,0,0,1960,0.309
MHNG_MHNG-MAM-1736.019,Phataginus tricuspis,85.6303187887318,1,1953,Africa,Ivory Coast,75,EN,Arboreal,0,0,1950,1.06
MHNG_MHNG-MAM-1736.020,Phataginus tricuspis,57.3878305535204,1,1953,Africa,Ivory Coast,75,EN,Arboreal,0,0,1950,1.36
USNM_412726,Phataginus tricuspis,52.7278096720005,1,1967,Africa,Ghana,75,EN,Arboreal,0,0,1960,1.86
ROM_34406,Phataginus tricuspis,42.9347940185163,1,1965,Africa,Uganda,75,EN,Arboreal,0,0,1960,1.96
LACM_053511,Phataginus tricuspis,90.2175355067419,1,1967,Africa,Uganda,75,EN,Arboreal,0,0,1960,2.094
LACM_053513,Phataginus tricuspis,90.2175355067419,1,1967,Africa,Uganda,75,EN,Arboreal,1,1,1960,2.094
LACM_053512,Phataginus tricuspis,90.2175355067419,1,1968,Africa,Uganda,75,EN,Arboreal,1,0,1960,2.094
USNM_465921,Phataginus tricuspis,63.7301453110646,1,1969,Africa,Ivory Coast,75,EN,Arboreal,0,0,1960,2.16
USNM_576120,Phataginus tricuspis,63.7301453110646,1,1969,Africa,Ivory Coast,75,EN,Arboreal,1,1,1960,2.16
USNM_448340,Phataginus tricuspis,91.4449242964389,1,NA,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,NA,3.27
MHNG_MHNG-MAM-912.040,Phataginus tricuspis,88.9257176558296,1,1954,Africa,Cameroon,75,EN,Arboreal,0,0,1950,3.56
MHNG_MHNG-MAM-912.039,Phataginus tricuspis,88.9257176558296,1,1954,Africa,Cameroon,75,EN,Arboreal,1,1,1950,3.56
MHNG_MHNG-MAM-912.038,Phataginus tricuspis,90.1139613244611,1,1953,Africa,Cameroon,75,EN,Arboreal,0,0,1950,3.56
MHNG_MHNG-MAM-912.041,Phataginus tricuspis,89.8283615969544,1,1955,Africa,Cameroon,75,EN,Arboreal,0,0,1950,3.56
MVZ_MVZ:Mamm:133085,Phataginus tricuspis,46.3751857169625,1,1946,Africa,Liberia,75,EN,Arboreal,0,0,1940,4.993
MHNG_MHNG-MAM-1736.021,Phataginus tricuspis,54.3299487374319,1,NA,Africa,Ivory Coast,75,EN,Arboreal,0,0,NA,5.16
USNM_465920,Phataginus tricuspis,37.5271278494834,1,1969,Africa,Ivory Coast,75,EN,Arboreal,0,0,1960,7.21
MNHN_MO-1995-3295,Phataginus tricuspis,37.5271278494834,1,NA,Africa,Ivory Coast,75,EN,Arboreal,1,0,NA,7.21
MNHN_MO-1993-4803,Phataginus tricuspis,37.5271278494834,1,NA,Africa,Ivory Coast,75,EN,Arboreal,1,1,NA,7.21
MNHN_MO-1993-216,Phataginus tricuspis,37.5271278494834,1,NA,Africa,Ivory Coast,75,EN,Arboreal,1,1,NA,7.21
MNHN_MO-1993-215,Phataginus tricuspis,37.5271278494834,1,1963,Africa,Ivory Coast,75,EN,Arboreal,1,0,1960,7.21
USNM_537784,Phataginus tricuspis,80.3400248729624,1,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1970,8
USNM_537783,Phataginus tricuspis,80.3400248729624,1,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1970,8
MHNG_MHNG-MAM-1871.020,Phataginus tricuspis,80.4512573040285,1,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1970,8
USNM_465925,Phataginus tricuspis,25.919577900931,1,1969,Africa,Ivory Coast,75,EN,Arboreal,0,0,1960,10.12
LSUMZ_8688,Phataginus tricuspis,23.368854478825,1,1961,Africa,Kenya,75,EN,Arboreal,0,0,1960,14.07
USNM_450072,Phataginus tricuspis,18.4179078750969,1,1969,Africa,Ivory Coast,75,EN,Arboreal,0,0,1960,14.32
USNM_450073,Phataginus tricuspis,18.4179078750969,1,1969,Africa,Ivory Coast,75,EN,Arboreal,1,1,1960,14.32
YPM_YPM MAM 009956,Phataginus tricuspis,9.38597833336695,1,1958,Africa,Liberia,75,EN,Arboreal,0,0,1950,20
YPM_YPM MAM 009957,Phataginus tricuspis,9.38597833336695,1,NA,Africa,Liberia,75,EN,Arboreal,1,0,NA,20
ROM_41765,Phataginus tricuspis,20.7496778205085,1,1967,Africa,Uganda,75,EN,Arboreal,0,0,1960,23.76
USNM_465926,Phataginus tricuspis,13.2965908972269,1,1969,Africa,Ivory Coast,75,EN,Arboreal,0,0,1960,24.75
USNM_465923,Phataginus tricuspis,13.2965908972269,1,1969,Africa,Ivory Coast,75,EN,Arboreal,1,1,1960,24.75
USNM_576121,Phataginus tricuspis,13.2965908972269,1,1969,Africa,Ivory Coast,75,EN,Arboreal,1,1,1960,24.75
USNM_465922,Phataginus tricuspis,13.2965908972269,1,1969,Africa,Ivory Coast,75,EN,Arboreal,1,1,1960,24.75
USNM_465924,Phataginus tricuspis,13.2965908972269,1,1969,Africa,Ivory Coast,75,EN,Arboreal,1,1,1960,24.75
TTU_18039,Phataginus tricuspis,23.603925667398,1,1972,Africa,Cameroon,75,EN,Arboreal,0,0,1970,24.838
AMNH_M-241131,Phataginus tricuspis,23.603925667398,1,1972,Africa,Cameroon,75,EN,Arboreal,1,1,1970,24.838
AMNH_M-241130,Phataginus tricuspis,23.603925667398,1,1972,Africa,Cameroon,75,EN,Arboreal,1,1,1970,24.838
USNM_537785,Phataginus tricuspis,5.54624207098204,1,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1970,54.43
MHNG_MHNG-MAM-1871.021,Phataginus tricuspis,5.15339671796242,1,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1970,56.78
MSU_MR.15233,Phataginus tricuspis,2.53022608860376,1,1968,Africa,Liberia,75,EN,Arboreal,0,0,1960,90.326
KU_147238,Phataginus tricuspis,0,0,1951,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1950,91.5
KU_147237,Phataginus tricuspis,0,0,1951,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1950,91.5
MHNG_MHNG-MAM-1686.061,Phataginus tricuspis,0,0,1985,Africa,Central African Republic,75,EN,Arboreal,0,0,1980,106.47
USNM_439127,Phataginus tricuspis,0,0,1968,Africa,Benin,75,EN,Arboreal,0,0,1960,500.76
AMNH_M-236363,Phataginus tricuspis,0,0,1974,Africa,Cameroon,75,EN,Arboreal,0,0,1970,520
YPM_YPM MAM 014712,Phataginus tricuspis,0,0,1972,Africa,Cameroon,75,EN,Arboreal,0,0,1970,520
YPM_YPM MAM 014869,Phataginus tricuspis,0,0,1973,Africa,Cameroon,75,EN,Arboreal,1,0,1970,520
MHNG_MHNG-MAM-1828.023,Phataginus tricuspis,0,0,NA,Africa,Cameroon,75,EN,Arboreal,0,0,NA,520
RBINS_15500,Phataginus tricuspis,0,0,1953,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1950,1646.07
AMNH_M-53919,Phataginus tricuspis,0,0,1913,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1910,1646.07
RBINS_34554,Phataginus tricuspis,0,0,1950,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1950,1646.07
RBINS_4847,Phataginus tricuspis,0,0,1938,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1930,1646.07
RBINS_13020,Phataginus tricuspis,0,0,NA,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,NA,1646.07
RBINS_12877,Phataginus tricuspis,0,0,1951,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,0,1950,1646.07
RBINS_17311,Phataginus tricuspis,0,0,1953,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1950,1646.07
RBINS_7999,Phataginus tricuspis,0,0,1948,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1940,1646.07
RBINS_8000,Phataginus tricuspis,0,0,NA,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,0,NA,1646.07
RBINS_7998,Phataginus tricuspis,0,0,1947,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,0,1940,1646.07
RBINS_303C,Phataginus tricuspis,0,0,NA,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,NA,1646.07
RBINS_6978,Phataginus tricuspis,0,0,NA,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,NA,1646.07
RBINS_35053,Phataginus tricuspis,0,0,1981,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1980,1646.07
RBINS_35051,Phataginus tricuspis,0,0,1981,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35046,Phataginus tricuspis,0,0,1980,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,0,1980,1646.07
RBINS_35049,Phataginus tricuspis,0,0,1980,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35050,Phataginus tricuspis,0,0,1980,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35047,Phataginus tricuspis,0,0,1980,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35048,Phataginus tricuspis,0,0,1980,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35056,Phataginus tricuspis,0,0,1982,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,0,1980,1646.07
RBINS_35055,Phataginus tricuspis,0,0,1981,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35054,Phataginus tricuspis,0,0,1981,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35044,Phataginus tricuspis,0,0,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,0,1970,1646.07
RBINS_35045,Phataginus tricuspis,0,0,1980,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35058,Phataginus tricuspis,0,0,1982,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35057,Phataginus tricuspis,0,0,1982,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
RBINS_35052,Phataginus tricuspis,0,0,1981,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1980,1646.07
MHNG_MHNG-MAM-619.027,Phataginus tricuspis,0,0,NA,Africa,Liberia,100,EN,Arboreal,0,0,NA,247.54
MHNG_MHNG-MAM-619.030,Phataginus tricuspis,0,0,NA,Africa,Liberia,100,EN,Arboreal,1,1,NA,247.54
RBINS_16432,Phataginus tricuspis,3.72632095712705,1,1965,Africa,Liberia,100,EN,Arboreal,0,0,1960,305.4
RBINS_16431,Phataginus tricuspis,3.72632095712705,1,1965,Africa,Liberia,100,EN,Arboreal,1,1,1960,305.4
RBINS_16433,Phataginus tricuspis,3.72632095712705,1,1965,Africa,Liberia,100,EN,Arboreal,1,1,1960,305.4
RBINS_16430,Phataginus tricuspis,3.72632095712705,1,1965,Africa,Liberia,100,EN,Arboreal,1,1,1960,305.4
ROM_9508130012,Phataginus tricuspis,3.72632095712705,1,NA,Africa,Liberia,100,EN,Arboreal,1,0,NA,305.4
ROM_9508130013,Phataginus tricuspis,3.72632095712705,1,NA,Africa,Liberia,100,EN,Arboreal,1,1,NA,305.4
O_18158,Phataginus tricuspis,0,0,NA,Africa,Republic of the Congo,100,EN,Arboreal,0,0,NA,586.6
O_18157,Phataginus tricuspis,0,0,NA,Africa,Republic of the Congo,100,EN,Arboreal,1,1,NA,586.6
AMNH_M-269889,Phataginus tricuspis,0,0,1996,Africa,Central African Republic,100,EN,Arboreal,0,0,1990,136.15
AMNH_M-269861,Phataginus tricuspis,0,0,1996,Africa,Central African Republic,100,EN,Arboreal,1,1,1990,136.15
AMNH_M-269905,Phataginus tricuspis,0,0,1996,Africa,Central African Republic,100,EN,Arboreal,1,1,1990,136.15
AMNH_M-269901,Phataginus tricuspis,0,0,1996,Africa,Central African Republic,100,EN,Arboreal,1,1,1990,136.15
USNM_101448,Phataginus tricuspis,0,0,NA,Africa,Democratic Republic of the Congo,100,EN,Arboreal,0,0,NA,304.87
GNM_Ma ex 790,Phataginus tricuspis,23.4169005971789,1,1911,Africa,Democratic Republic of the Congo,75,EN,Arboreal,0,0,1910,364.34
GNM_Ma ex 789,Phataginus tricuspis,23.4169005971789,1,1911,Africa,Democratic Republic of the Congo,75,EN,Arboreal,1,1,1910,364.34
MNHN_MO-1847-1839,Phataginus tricuspis,0,0,NA,Africa,Mozambique,100,EN,Arboreal,0,0,NA,1386.06
MVZ_MVZ:Mamm:183664,Phataginus tricuspis,100,1,1963,Africa,Sierra Leone,25,EN,Arboreal,0,0,1960,0.297
MNHN_MO-1942-190,Phataginus tricuspis,72.3918232790027,1,NA,Africa,Liberia,25,EN,Arboreal,0,0,NA,0.414
MNHN_MO-1981-1372,Phataginus tricuspis,99.9776397242009,1,NA,Africa,Gabon,25,EN,Arboreal,0,0,NA,0.832
YPM_YPM MAM 014711,Phataginus tricuspis,67.2022978831744,1,1971,Africa,Cameroon,25,EN,Arboreal,0,0,1970,1.08
UMZC_E.1258,Phataginus tricuspis,91.0665312893423,1,1932,Africa,Cameroon,25,EN,Arboreal,1,1,1930,2.02
UMZC_E.1257,Phataginus tricuspis,91.0665312893423,1,1932,Africa,Cameroon,25,EN,Arboreal,1,1,1930,2.02
AMNH_M-119963,Phataginus tricuspis,75.9355133212309,1,NA,Africa,Gabon,25,EN,Arboreal,0,0,NA,2.37
YPM_YPM MAM 002128,Phataginus tricuspis,77.3716982448264,1,1961,Africa,Liberia,25,EN,Arboreal,0,0,1960,2.67
USNM_220403,Phataginus tricuspis,39.906492804408,1,1918,Africa,Gabon,50,EN,Arboreal,0,0,1910,3.34
MNHN_MO-1993-214,Phataginus tricuspis,63.8696148954137,1,1962,Africa,Ivory Coast,50,EN,Arboreal,0,0,1960,4.5
MSB_MSB:Mamm:25218,Phataginus tricuspis,60.2987069150308,1,1967,Africa,Equatorial Guinea,50,EN,Arboreal,0,0,1960,4.794
USNM_598578,Phataginus tricuspis,60.2987069150308,1,1967,Africa,Equatorial Guinea,50,EN,Arboreal,1,1,1960,4.794
MNHN_MO-1962-1172,Phataginus tricuspis,33.8302684978529,1,NA,Africa,Ivory Coast,50,EN,Arboreal,0,0,NA,7.91
MNHN_MO-1962-1171,Phataginus tricuspis,33.8302684978529,1,NA,Africa,Ivory Coast,50,EN,Arboreal,1,1,NA,7.91
O_18160,Phataginus tricuspis,16.3354415731517,1,NA,Africa,Liberia,25,EN,Arboreal,0,0,NA,11.37
USNM_377283,Phataginus tricuspis,28.4835306572457,1,1965,Africa,Nigeria,50,EN,Arboreal,0,0,1960,15.88
GNM_Ma ex 791,Phataginus tricuspis,24.0887055479458,1,1911,Africa,Democratic Republic of the Congo,25,EN,Arboreal,0,0,1910,23.77
AMNH_M-269820,Phataginus tricuspis,22.6615622505858,1,1996,Africa,Uganda,100,EN,Arboreal,0,0,1990,22.7
USNM_379617,Phataginus tricuspis,23.754341765853,1,1966,Africa,Nigeria,100,EN,Arboreal,0,0,1960,23.16
MNHN_MO-1898-1598,Phataginus tricuspis,12.0919854079944,1,NA,Africa,Republic of the Congo,25,EN,Arboreal,0,0,NA,35.65
MNHN_MO-1986-1035,Phataginus tricuspis,12.0919854079944,1,NA,Africa,Republic of the Congo,25,EN,Arboreal,1,1,NA,35.65
USNM_377284,Phataginus tricuspis,84.393676583986,1,1966,Africa,Nigeria,75,EN,Arboreal,0,0,1960,2.414
MHNG_MHNG-MAM-946.030,Phataginus tricuspis,80.693548879948,1,NA,Africa,Cameroon,100,EN,Arboreal,0,0,NA,6
MHNG_MHNG-MAM-946.031,Phataginus tricuspis,80.693548879948,1,NA,Africa,Cameroon,100,EN,Arboreal,1,1,NA,6
MHNG_MHNG-MAM-946.032,Phataginus tricuspis,80.693548879948,1,1955,Africa,Cameroon,100,EN,Arboreal,1,0,1950,6
MHNG_MHNG-MAM-946.028,Phataginus tricuspis,80.693548879948,1,NA,Africa,Cameroon,100,EN,Arboreal,1,1,NA,6
MHNG_MHNG-MAM-946.033,Phataginus tricuspis,80.693548879948,1,NA,Africa,Cameroon,100,EN,Arboreal,1,1,NA,6
MHNG_MHNG-MAM-946.029,Phataginus tricuspis,80.693548879948,1,NA,Africa,Cameroon,100,EN,Arboreal,1,1,NA,6
USNM_481813,Phataginus tricuspis,10.0490004689474,1,1971,Africa,Liberia,100,EN,Arboreal,0,0,1970,25
USNM_481811,Phataginus tricuspis,10.0490004689474,1,1971,Africa,Liberia,100,EN,Arboreal,1,1,1970,25
USNM_481810,Phataginus tricuspis,10.0490004689474,1,1971,Africa,Liberia,100,EN,Arboreal,1,1,1970,25
USNM_481812,Phataginus tricuspis,10.0490004689474,1,1971,Africa,Liberia,100,EN,Arboreal,1,1,1970,25
USNM_481809,Phataginus tricuspis,10.0490004689474,1,1971,Africa,Liberia,100,EN,Arboreal,1,1,1970,25
USNM_481808,Phataginus tricuspis,10.0490004689474,1,1971,Africa,Liberia,100,EN,Arboreal,1,1,1970,25
USNM_582985,Phataginus tricuspis,10.0490004689474,1,1971,Africa,Liberia,100,EN,Arboreal,1,1,1970,25
ROM_122972,Phataginus tricuspis,6.86580959305552,1,1967,Africa,Uganda,75,EN,Arboreal,0,0,1960,48.28
USNM_598580,Phataginus tricuspis,54.540545506671,1,1968,Africa,Equatorial Guinea,50,EN,Arboreal,0,0,1960,4.495
USNM_598579,Phataginus tricuspis,0,0,1967,Africa,Equatorial Guinea,100,EN,Arboreal,0,0,1960,133.59
MNHN_MO-1956-727,Phataginus tricuspis,0,0,NA,Africa,Togo,100,EN,Arboreal,0,0,NA,291.11
MNHN_MO-1956-726,Phataginus tricuspis,0,0,NA,Africa,Togo,100,EN,Arboreal,1,1,NA,291.11
MNHN_MO-1956-725,Phataginus tricuspis,0,0,NA,Africa,Togo,100,EN,Arboreal,1,1,NA,291.11
MNHN_MO-1956-731,Phataginus tricuspis,0,0,NA,Africa,Togo,100,EN,Arboreal,1,1,NA,291.11
MNHN_MO-1956-728,Phataginus tricuspis,0,0,NA,Africa,Togo,100,EN,Arboreal,1,1,NA,291.11
MNHN_MO-1956-730,Phataginus tricuspis,0,0,NA,Africa,Togo,100,EN,Arboreal,1,1,NA,291.11
MNHN_MO-1956-729,Phataginus tricuspis,0,0,NA,Africa,Togo,100,EN,Arboreal,1,1,NA,291.11
MSU_MR.15232,Phataginus tricuspis,3.4732590370773,1,1968,Africa,Liberia,100,EN,Arboreal,1,0,1960,300.44
MNHN_MO-1986-1043,Phataginus tricuspis,5.85662786843401,1,NA,Africa,Ghana,100,EN,Arboreal,1,1,NA,380.2
MNHN_MO-1995-320,Phataginus tricuspis,5.85662786843401,1,1957,Africa,Ghana,100,EN,Arboreal,1,0,1950,380.2
MNHN_MO-1959-943,Phataginus tricuspis,5.85662786843401,1,NA,Africa,Ghana,100,EN,Arboreal,1,1,NA,380.2
AMNH_M-119964,Phataginus tricuspis,9.09706117168831,1,NA,Africa,Gabon,100,EN,Arboreal,0,0,NA,386.49
MNHN_AC-1939-173,Phataginus tricuspis,0,0,NA,Africa,Ivory Coast,100,EN,Arboreal,0,0,NA,439.02
MNHN_MO-1993-213,Phataginus tricuspis,0,0,1963,Africa,Ivory Coast,100,EN,Arboreal,1,0,1960,439.02
O_18159,Phataginus tricuspis,0,0,NA,Africa,Republic of the Congo,100,EN,Arboreal,1,1,NA,619.79
MNHN_MO-1995-298,Phataginus tricuspis,0,0,1968,Africa,Central African Republic,100,EN,Arboreal,1,0,1960,777.06
MNHN_MO-1995-297,Phataginus tricuspis,0,0,1965,Africa,Central African Republic,100,EN,Arboreal,1,0,1960,777.06
MNHN_MO-1967-980,Phataginus tricuspis,0,0,NA,Africa,Central African Republic,100,EN,Arboreal,1,1,NA,777.06
MNHN_MO-1967-981,Phataginus tricuspis,0,0,NA,Africa,Central African Republic,100,EN,Arboreal,1,1,NA,777.06
UMZC_E.1255,Phataginus tricuspis,0,0,1932,Africa,Cameroon,100,EN,Arboreal,0,0,1930,832.66
UMZC_E.1256,Phataginus tricuspis,0,0,1932,Africa,Cameroon,100,EN,Arboreal,1,1,1930,832.66
NHMUK_61.1095,Smutsia gigantea,24.7659466967925,1,1905,Africa,Uganda,25,EN,Terrestrial,0,0,1900,4.92
NHMUK_61.1096,Smutsia gigantea,2.3415315101200598,1,1913,Africa,Democratic Republic of the Congo,25,EN,Terrestrial,0,0,1910,62.79
NHMUK_69.371,Smutsia gigantea,0,0,NA,Africa,W. Africa,100,EN,Terrestrial,0,0,NA,1955.82
NHMUK_81.241,Smutsia gigantea,0,0,NA,Africa,Central African Republic,100,EN,Terrestrial,0,0,NA,110.96
NHMUK_22.12.17.248,Smutsia gigantea,3.93779043833573,1,NA,Africa,Nigeria,25,EN,Terrestrial,0,0,NA,44.4
NHMUK_29.5.29.38,Smutsia gigantea,14.6226321738925,1,NA,Africa,Ghana,25,EN,Terrestrial,0,0,NA,3.15
NHMUK_35.12.18.3,Smutsia gigantea,0,0,1935,Africa,South Sudan,100,EN,Terrestrial,0,0,1930,145.39
NHMUK_65.3.30.3,Smutsia gigantea,0,0,NA,Africa,W. Africa,100,EN,Terrestrial,1,1,NA,1955.82
NHMUK_69.5.13.5,Smutsia gigantea,9.20282740012838,1,NA,Africa,Ghana,50,EN,Terrestrial,0,0,NA,8.09
NHMUK_no reg 1,Smutsia gigantea,25.1285321590002,1,1946,Africa,Sierra Leone,75,EN,Terrestrial,0,0,1940,3.08
NHMUK_no reg 11,Smutsia gigantea,0,0,NA,Africa,W. Africa,100,EN,Terrestrial,1,1,NA,1955.82
UMMZ_39509,Smutsia gigantea,100,1,NA,Africa,Cameroon,75,EN,Terrestrial,0,0,NA,0.00705
UMMZ_39140,Smutsia gigantea,100,1,NA,Africa,Cameroon,75,EN,Terrestrial,1,1,NA,0.00705
MHNG_MHNG-MAM-912.044,Smutsia gigantea,77.962995345619,1,1954,Africa,Cameroon,75,EN,Terrestrial,0,0,1950,3.56
KU_147239,Smutsia gigantea,0,0,1951,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,0,0,1950,91.5
ROM_34405,Smutsia gigantea,0,0,1965,Africa,Uganda,75,EN,Terrestrial,0,0,1960,276
USNM_101449,Smutsia gigantea,0,0,NA,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,0,0,NA,290.87
AMNH_M-53858,Smutsia gigantea,0,0,1914,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,0,0,1910,1646.07
AMNH_M-53857,Smutsia gigantea,0,0,1914,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,1,1,1910,1646.07
RBINS_35059,Smutsia gigantea,0,0,1981,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,0,0,1980,1646.07
AMNH_M-53846,Smutsia gigantea,0,0,1913,Africa,Democratic Republic of the Congo,75,EN,Terrestrial,0,0,1910,1646.07
MHNG_MHNG-MAM-619.045,Smutsia gigantea,0,0,NA,Africa,Liberia,100,EN,Terrestrial,0,0,NA,247.54
MHNG_MHNG-MAM-620.056,Smutsia gigantea,0,0,NA,Africa,Liberia,100,EN,Terrestrial,1,1,NA,247.54
USNM_269706,Smutsia gigantea,43.8642065092621,1,1940,Africa,Liberia,25,EN,Terrestrial,0,0,1940,0.125
USNM_220404,Smutsia gigantea,10.8570539231959,1,1918,Africa,Gabon,100,EN,Terrestrial,0,0,1910,25.51
GNM_Ma ex 877,Smutsia gigantea,100,1,1916,Africa,Democratic Republic of the Congo,50,EN,Terrestrial,0,0,1910,0.01
USNM_598577,Smutsia gigantea,47.1483225101136,1,1968,Africa,Equatorial Guinea,50,EN,Terrestrial,0,0,1960,4.495
USNM_598576,Smutsia gigantea,5.01254736332372,1,1967,Africa,Equatorial Guinea,100,EN,Terrestrial,0,0,1960,38.795
MNHN_AC-1869-760,Smutsia gigantea,0,0,1869,Africa,Togo,100,EN,Terrestrial,0,0,1860,291.11
MNHN_MO-1991-301,Smutsia gigantea,2.71135117379493,1,NA,Africa,Ghana,100,EN,Terrestrial,0,0,NA,380.2
MHNG_MHNG-MAM-601.074,Smutsia gigantea,13.8010513396241,1,NA,Africa,Sierra Leone,75,EN,Terrestrial,0,0,NA,8.76
MHNG_MHNG-MAM-601.080,Smutsia gigantea,13.8010513396241,1,NA,Africa,Sierra Leone,75,EN,Terrestrial,1,1,NA,8.76
O_18155,Smutsia gigantea,0,0,NA,Africa,West Africa,75,EN,Terrestrial,1,1,NA,1955.82
MNHN_AC-VI-253,Smutsia gigantea,0,0,1850,Africa,Togo,100,EN,Terrestrial,1,0,1850,291.11
